Num_Acc;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202100021165;163A 830;A01;9;2;4;1;1948;0;1;-1;-1;0;0;-1
202100020281;165A 383;A01;1;1;1;2;1965;1;1;8;-1;-1;-1;-1
202100047336;117A 153;A01;1;1;4;2;1972;0;2;0;-1;-1;-1;-1
202100008918;185A 779;B01;1;1;4;1;1985;9;8;0;-1;-1;-1;-1
202100009175;185A 315;A01;1;1;3;1;1960;5;1;-1;-1;0;0;-1
202100050277;111A 849;B01;1;1;4;1;1972;3;1;9;-1;0;0;-1
202100027012;153A 433;A01;1;1;1;1;1986;5;1;-1;-1;0;0;-1
202100028064;151A 549;A01;1;1;1;2;1957;5;1;-1;-1;0;0;-1
202100003701;195A 137;A01;1;1;4;2;2006;0;2;0;-1;-1;-1;-1
202100033813;141A 320;A01;1;1;1;1;1999;5;1;8;-1;-1;-1;-1
202100003702;195A 133;A01;1;1;1;1;2002;0;1;0;-1;-1;-1;-1
202100002138;197A 969;A01;1;1;1;1;1992;5;1;0;-1;0;0;-1
202100002853;196A 680;B01;1;1;4;1;1969;1;1;-1;-1;0;0;-1
202100055989;101A 809;B01;1;1;1;1;1959;4;1;-1;-1;0;0;-1
202100053374;106A 318;A01;1;1;3;1;1978;5;0;-1;-1;0;0;-1
202100002995;196A 422;B01;1;1;1;2;1986;5;1;-1;-1;0;0;-1
202100027592;152A 404;B01;1;1;4;1;1985;5;2;0;-1;-1;-1;-1
202100005618;191A 748;A01;2;2;4;1;1996;5;8;0;-1;-1;-1;-1
202100016546;172A 054;B01;1;1;1;1;1966;4;1;0;-1;-1;-1;-1
202100025884;155A 417;B01;1;1;4;1;1972;4;8;0;-1;-1;-1;-1
202100032982;142A 798;A01;1;1;4;2;1981;0;1;0;-1;-1;-1;-1
202100047257;117A 290;A01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100043615;123A 716;A01;10;3;3;2;1953;9;0;-1;-1;4;3;1
202100036354;136A 714;A01;1;1;3;1;1982;0;2;6;-1;-1;-1;-1
202100035343;138A 533;B01;1;1;4;1;1972;9;2;6;-1;-1;-1;-1
202100042071;126A 426;B01;1;1;1;2;1963;5;8;0;-1;-1;-1;-1
202100035066;139A 015;A01;1;1;1;2;1994;5;1;0;-1;0;0;-1
202100000081;201A 608;A01;2;2;4;1;1998;0;1;0;-1;-1;-1;-1
202100011377;181A 386;A01;2;2;1;2;1979;0;1;0;-1;0;0;-1
202100007317;188A 672;A01;1;1;4;1;1993;0;8;0;-1;0;0;-1
202100051903;108A 927;A01;4;2;1;2;2014;5;8;0;-1;-1;-1;-1
202100055949;101A 878;A01;2;2;4;1;1987;9;8;0;-1;-1;-1;-1
202100054668;104A 064;A01;1;1;4;1;1991;0;1;-1;-1;-1;-1;-1
202100007259;188A 781;B01;1;1;4;2;1970;5;1;8;-1;-1;-1;-1
202100040081;129A 952;A01;1;1;3;1;1996;9;2;0;-1;-1;-1;-1
202100012513;179A 344;A01;1;1;1;2;1955;3;1;-1;-1;0;0;-1
202100036197;136A 987;A01;1;1;1;1;1995;0;1;0;-1;-1;-1;-1
202100022676;161A 086;B01;1;1;4;1;1994;0;1;0;-1;-1;-1;-1
202100005091;192A 673;B01;1;1;1;1;1967;4;1;0;-1;0;0;-1
202100052527;107A 826;A01;1;1;2;2;1948;0;1;-1;-1;-1;-1;-1
202100018391;168A 750;A01;1;1;4;1;1999;9;1;-1;-1;0;0;-1
202100003208;196A 036;A01;1;1;3;2;2002;1;1;-1;-1;0;0;-1
202100021541;163A 135;B01;1;1;1;2;1988;5;1;-1;-1;0;0;-1
202100052713;107A 510;B01;1;1;4;1;1958;0;1;-1;-1;0;0;-1
202100003803;194A 959;A01;1;1;3;1;1965;0;2;-1;-1;-1;-1;-1
202100053574;105A 956;B01;1;1;4;1;2004;2;2;6;-1;-1;-1;-1
202100013770;177A 097;A01;2;2;1;1;1997;0;1;-1;-1;0;0;-1
202100025860;155A 462;A01;1;1;4;2;1985;5;1;-1;-1;0;0;-1
202100031965;144A 607;A01;2;2;1;1;1992;5;8;0;-1;-1;-1;-1
202100018151;169A 168;B01;1;1;4;1;1974;5;2;6;-1;-1;-1;-1
202100042223;126A 154;A01;2;2;4;1;1995;0;2;8;-1;-1;-1;-1
202100037947;133A 837;B01;1;1;4;1;1977;9;1;4;-1;-1;-1;-1
202100024771;157A 374;A01;3;2;4;1;2020;5;3;0;-1;0;0;-1
202100056442;101A 011;B01;1;1;1;2;1972;0;1;0;-1;-1;-1;-1
202100021376;163A 436;A01;1;1;4;2;1986;5;1;-1;-1;0;0;-1
202100007865;187A 680;B01;1;1;1;1;2001;1;1;0;-1;-1;-1;-1
202100022866;160A 747;B01;1;1;1;2;1990;3;8;-1;-1;0;0;-1
202100015295;174A 375;B01;1;1;3;1;1964;1;1;-1;-1;0;0;-1
202100010447;183A 049;A01;1;1;2;1;1946;0;1;-1;-1;0;0;-1
202100006021;191A 032;B01;1;1;4;1;1993;0;2;0;-1;-1;-1;-1
202100041428;127A 552;A01;1;1;4;1;2002;5;2;0;-1;-1;-1;-1
202100044253;122A 567;A01;1;1;4;1;1997;1;1;0;-1;0;0;-1
202100028454;150A 854;C01;1;1;1;1;1967;0;8;8;-1;-1;-1;-1
202100051614;109A 432;A01;2;2;2;2;1972;5;1;-1;-1;0;0;-1
202100027428;152A 692;A01;1;1;3;2;1982;9;1;-1;-1;0;0;-1
202100031940;144A 654;B01;1;1;1;1;2001;5;1;0;-1;-1;-1;-1
202100029194;149A 567;B01;1;1;4;2;1948;5;1;-1;-1;0;0;-1
202100019740;166A 360;B01;1;1;4;2;1958;0;1;0;-1;-1;-1;-1
202100025214;156A 593;A01;1;1;4;2;1996;5;1;9;-1;0;0;-1
202100013446;177A 702;A01;2;2;1;1;1955;5;1;-1;-1;0;0;-1
202100029831;148A 467;A01;1;1;1;1;1996;4;1;0;-1;0;0;-1
202100050638;111A 175;A01;1;1;3;1;1995;0;2;-1;-1;0;0;-1
202100002322;197A 641;B01;1;1;4;1;1990;0;1;-1;-1;0;0;-1
202100036246;136A 890;A01;1;1;1;1;1996;4;1;8;-1;-1;-1;-1
202100041095;128A 155;A01;1;1;1;1;2001;4;1;-1;-1;-1;-1;-1
202100031030;146A 274;B01;1;1;1;1;1954;1;1;5;-1;-1;-1;-1
202100008255;186A 958;Z01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100001481;199A 140;A01;3;2;3;1;2002;1;1;-1;-1;-1;-1;-1
202100051894;108A 943;A01;2;2;4;2;2002;0;1;0;-1;0;0;-1
202100006842;189A 554;A01;1;1;4;2;1959;4;1;-1;-1;0;0;-1
202100007037;189A 178;B01;1;1;4;1;1977;0;2;0;-1;-1;-1;-1
202100005745;191A 530;C01;1;1;4;1;2001;5;1;-1;-1;-1;-1;-1
202100017310;170A 710;B01;1;1;4;2;1990;1;1;-1;-1;0;0;-1
202100036454;136A 539;A01;10;3;4;2;1949;9;0;-1;-1;2;3;1
202100018335;168A 851;A01;1;1;1;2;2000;5;8;0;-1;-1;-1;-1
202100031437;145A 552;A01;1;1;1;1;1984;0;2;0;-1;-1;-1;-1
202100046259;119A 089;A01;1;1;3;2;1998;1;2;6;9;0;0;-1
202100016614;171A 941;C01;1;1;1;1;1996;9;1;0;-1;-1;-1;-1
202100034605;139A 856;A01;1;1;4;1;1984;5;2;6;-1;0;0;-1
202100013465;177A 669;B01;2;2;1;1;1977;0;1;-1;-1;0;0;-1
202100038291;133A 202;B01;1;1;1;1;1940;5;1;-1;-1;0;0;-1
202100002872;196A 641;A01;1;1;4;1;1995;0;8;0;-1;-1;-1;-1
202100003091;196A 236;A01;10;3;3;2;1983;5;0;-1;-1;3;3;2
202100043387;124A 110;A01;1;1;3;1;1992;1;2;6;9;0;0;-1
202100029642;148A 805;B01;1;1;3;2;1984;3;1;-1;-1;0;0;-1
202100000406;200A 977;B01;1;1;3;1;2001;0;2;6;-1;-1;-1;-1
202100053238;106A 567;A01;1;1;4;1;1990;4;2;6;-1;0;0;-1
202100009898;184A 002;A01;1;1;4;1;1971;1;1;-1;-1;-1;-1;-1
202100041640;127A 172;B01;1;1;4;2;1990;5;1;0;-1;-1;-1;-1
202100000865;200A 193;A01;10;3;3;1;1954;0;0;-1;-1;2;3;1
202100012121;180A 046;A01;1;1;1;1;1995;0;1;-1;-1;0;0;-1
202100035368;138A 490;D01;1;1;1;1;1957;5;2;-1;-1;0;0;-1
202100054047;105A 137;B01;1;1;4;1;1975;5;1;0;-1;-1;-1;-1
202100003042;196A 339;B01;1;1;4;1;1994;0;2;6;-1;-1;-1;-1
202100017062;171A 128;A01;2;2;4;2;1958;9;1;0;-1;0;0;-1
202100029506;149A 054;A01;1;1;4;1;1985;5;2;-1;-1;0;0;-1
202100039541;130A 913;A01;3;2;4;2;2021;0;1;0;-1;-1;-1;-1
202100002001;198A 215;A01;10;3;2;1;1953;3;0;-1;-1;3;3;2
202100000620;200A 596;B01;1;1;4;2;1972;3;1;0;-1;-1;-1;-1
202100001592;198A 963;B01;1;1;1;2;1996;0;1;0;-1;0;0;-1
202100019235;167A 250;B01;1;1;4;1;1993;3;8;0;-1;-1;-1;-1
202100010204;183A 466;A01;2;2;1;1;1994;5;1;-1;-1;0;0;-1
202100005927;191A 197;A01;1;1;1;1;1970;5;1;0;-1;-1;-1;-1
202100042290;126A 034;B01;1;1;1;1;1976;4;1;0;-1;-1;-1;-1
202100015316;174A 330;B01;1;1;4;1;1995;5;8;0;-1;-1;-1;-1
202100049542;113A 202;B01;1;1;4;2;1985;9;1;0;-1;-1;-1;-1
202100035267;138A 661;A01;1;1;1;1;1957;5;1;0;-1;-1;-1;-1
202100035176;138A 831;A01;2;2;4;1;1996;5;1;-1;-1;0;0;-1
202100032930;142A 899;A01;10;3;4;1;1936;0;0;-1;-1;4;3;1
202100036168;137A 041;A01;1;1;3;1;1983;0;2;-1;-1;0;0;-1
202100002864;196A 658;A01;1;1;3;1;1992;0;8;-1;-1;0;0;-1
202100023200;160A 150;A01;1;1;1;1;1974;5;1;-1;-1;0;0;-1
202100038634;132A 580;Z01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100018255;168A 986;A01;1;1;4;2;1964;1;1;-1;-1;0;0;-1
202100045347;120A 682;A01;10;3;4;1;2004;0;0;-1;-1;5;9;1
202100030655;146A 961;A01;1;1;4;1;1998;5;1;-1;-1;0;0;-1
202100012312;179A 726;A01;10;3;4;2;1981;1;0;-1;-1;5;A;-1
202100018722;168A 173;B01;1;1;4;1;1992;4;1;0;-1;-1;-1;-1
202100023618;159A 408;B01;3;2;4;2;1995;0;8;0;-1;-1;-1;-1
202100046349;118A 923;B01;1;1;1;2;1950;5;1;0;-1;-1;-1;-1
202100048168;115A 649;A01;1;1;1;1;1982;1;1;0;-1;-1;-1;-1
202100039685;130A 642;B01;1;1;1;1;1983;4;1;0;-1;-1;-1;-1
202100032960;142A 843;C01;1;1;1;2;1964;5;9;1;-1;0;0;-1
202100008544;186A 465;C01;2;2;4;1;2001;5;1;-1;-1;0;0;-1
202100037148;135A 286;B01;1;1;1;1;1990;1;1;8;-1;-1;-1;-1
202100035084;138A 985;A01;10;3;4;1;1950;0;0;-1;-1;4;3;2
202100019472;166A 831;A01;2;2;1;1;2002;0;1;0;-1;-1;-1;-1
202100031653;145A 176;A01;1;1;1;1;2002;0;1;-1;-1;0;0;-1
202100010365;183A 181;B01;2;2;1;2;1982;0;1;0;-1;-1;-1;-1
202100053958;105A 304;A01;1;1;4;1;1999;4;2;6;-1;0;0;-1
202100031971;144A 599;A01;10;3;3;2;1944;5;0;-1;-1;5;2;1
202100034346;140A 341;B01;1;1;1;1;1943;3;1;-1;-1;0;0;-1
202100039545;130A 906;C01;1;1;1;1;1995;1;1;0;-1;-1;-1;-1
202100028482;150A 803;A01;5;2;4;2;1998;5;1;0;-1;-1;-1;-1
202100005347;192A 230;B01;1;1;1;1;1936;5;8;0;-1;-1;-1;-1
202100032904;142A 947;A01;4;2;1;2;2020;5;3;8;-1;0;0;-1
202100053224;106A 599;B01;1;1;4;1;1966;1;2;6;-1;0;0;-1
202100038506;132A 814;A01;1;1;1;1;1990;0;8;-1;-1;-1;-1;-1
202100024487;157A 894;A01;1;1;1;1;1977;0;1;0;-1;-1;-1;-1
202100042017;126A 516;B01;3;2;4;1;2012;0;3;8;-1;-1;-1;-1
202100045764;119A 949;B01;2;2;4;2;2011;0;1;-1;-1;-1;-1;-1
202100016415;172A 295;A01;5;2;1;1;2004;2;1;-1;-1;0;0;-1
202100049393;113A 469;A01;1;1;1;1;1999;0;1;0;-1;-1;-1;-1
202100027328;152A 873;A01;2;2;1;1;2010;0;2;6;-1;-1;-1;-1
202100048183;115A 623;A01;3;2;3;2;1998;5;0;-1;-1;0;0;-1
202100003003;196A 409;B01;1;1;1;1;1966;4;1;-1;-1;0;0;-1
202100030148;147A 883;A01;4;2;4;2;2020;0;3;-1;-1;-1;-1;-1
202100007276;188A 744;D01;1;1;1;1;2001;5;1;0;-1;-1;-1;-1
202100006046;190A 989;A01;1;1;4;2;1972;9;1;-1;-1;0;0;-1
202100040264;129A 633;B01;1;1;3;1;2004;5;2;6;-1;0;0;-1
202100049067;114A 052;B01;1;1;4;2;1947;0;1;-1;-1;0;0;-1
202100040543;129A 142;B01;1;1;3;1;1957;1;1;-1;-1;0;0;-1
202100036523;136A 427;A01;1;1;1;1;1968;5;1;-1;-1;0;0;-1
202100037240;135A 117;B01;1;1;1;1;1998;0;1;0;-1;-1;-1;-1
202100048215;115A 571;B01;1;1;4;1;1971;5;1;0;-1;-1;-1;-1
202100029628;148A 827;A01;1;1;1;2;1988;5;1;0;-1;-1;-1;-1
202100018915;167A 835;B01;1;1;4;2;1970;0;8;0;-1;-1;-1;-1
202100027327;152A 875;B01;3;2;4;2;1990;9;1;0;-1;-1;-1;-1
202100002158;197A 930;D01;1;1;1;1;1972;0;1;0;-1;-1;-1;-1
202100001041;199A 904;A01;1;1;1;1;1999;1;1;0;-1;-1;-1;-1
202100055425;102A 779;A01;1;1;4;1;1994;0;1;0;-1;-1;-1;-1
202100045228;120A 881;B01;1;1;1;1;1977;5;1;-1;-1;-1;-1;-1
202100037808;134A 075;B01;1;1;4;2;1999;5;8;-1;-1;0;0;-1
202100021341;163A 506;A01;1;1;1;2;1966;4;1;-1;-1;0;0;-1
202100006020;191A 034;A01;1;1;1;1;1961;0;1;0;-1;-1;-1;-1
202100005192;192A 496;A01;2;2;4;2;2001;0;1;0;-1;-1;-1;-1
202100041910;126A 704;A01;1;1;1;1;1995;1;1;0;-1;-1;-1;-1
202100008868;185A 889;B01;1;1;1;1;1987;4;1;-1;-1;0;0;-1
202100032977;142A 812;C01;1;1;4;1;1990;5;1;0;-1;-1;-1;-1
202100044613;121A 974;A01;1;1;4;1;1975;1;2;8;-1;-1;-1;-1
202100040216;129A 710;A01;4;2;4;1;1991;9;1;0;-1;0;0;-1
202100042767;125A 202;A01;7;2;3;1;2003;5;8;-1;-1;0;0;-1
202100027644;152A 305;A01;5;2;1;2;2018;2;1;-1;-1;0;0;-1
202100035979;137A 373;B01;2;2;4;2;1991;5;1;-1;-1;0;0;-1
202100025865;155A 453;A01;10;3;2;2;1946;3;0;-1;-1;0;3;1
202100035227;138A 735;A01;2;2;1;2;1978;0;2;0;-1;-1;-1;-1
202100031829;144A 861;B01;1;1;4;1;1967;0;8;0;-1;-1;-1;-1
202100016689;171A 796;B01;1;1;3;1;2003;2;2;6;-1;0;0;-1
202100017776;169A 842;B01;1;1;1;1;1966;0;1;0;-1;-1;-1;-1
202100029776;148A 563;B01;8;2;4;2;1968;9;8;0;-1;-1;-1;-1
202100019905;166A 051;B01;1;1;4;1;1986;1;2;6;-1;0;0;-1
202100035162;138A 856;A01;1;1;1;1;1976;5;1;-1;-1;0;0;-1
202100006686;189A 831;A01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
202100004998;192A 854;C01;1;1;1;1;1978;4;1;0;-1;-1;-1;-1
202100002581;197A 171;B01;1;1;4;1;1965;5;1;8;-1;-1;-1;-1
202100046233;119A 131;B01;1;1;4;1;1986;0;2;0;-1;-1;-1;-1
202100022074;162A 171;A01;1;1;1;2;1991;1;1;-1;-1;-1;-1;-1
202100019745;166A 352;B01;1;1;4;1;1994;1;2;6;-1;-1;-1;-1
202100031609;145A 257;B01;1;1;4;1;1987;1;2;6;-1;-1;-1;-1
202100014568;175A 667;A01;2;2;4;2;1984;0;8;0;-1;-1;-1;-1
202100050643;111A 163;B01;1;1;3;1;2011;5;0;-1;-1;0;0;-1
202100053536;106A 023;A01;10;3;3;1;1988;5;0;-1;-1;1;9;1
202100010532;182A 902;B01;1;1;1;1;1975;4;1;0;-1;-1;-1;-1
202100003393;195A 697;B01;1;1;1;1;1964;9;1;8;-1;-1;-1;-1
202100048894;114A 362;A01;1;1;1;2;1972;0;1;-1;-1;0;0;-1
202100012309;179A 732;A01;1;1;1;1;1988;1;1;-1;-1;0;0;-1
202100031057;146A 227;A01;1;1;1;1;1952;5;1;0;-1;-1;-1;-1
202100009471;184A 780;B01;1;1;4;1;1990;5;1;0;-1;-1;-1;-1
202100039206;131A 542;B01;1;1;1;1;1994;5;1;-1;-1;0;0;-1
202100013887;176A 874;A01;1;1;4;1;1966;9;2;0;-1;0;0;-1
202100026966;153A 509;A01;1;1;1;1;1979;0;8;0;-1;-1;-1;-1
202100047659;116A 563;A01;1;1;4;1;1996;0;2;6;-1;-1;-1;-1
202100038350;133A 083;B01;2;2;1;1;1965;0;1;8;-1;-1;-1;-1
202100013156;178A 232;B01;1;1;4;2;1947;5;2;-1;-1;0;0;-1
202100032795;143A 157;A01;1;1;2;1;1960;5;2;6;-1;0;0;-1
202100021978;162A 345;A01;1;1;4;1;1999;0;2;6;9;0;0;-1
202100050733;111A 001;A01;2;2;1;1;1996;5;1;-1;-1;-1;-1;-1
202100046434;118A 779;B01;1;1;1;2;1965;5;8;-1;-1;0;0;-1
202100010460;183A 025;A01;4;2;4;2;2004;0;1;0;-1;-1;-1;-1
202100049644;113A 003;B01;1;1;4;1;1995;0;2;6;-1;-1;-1;-1
202100039802;130A 435;B01;1;1;4;2;1986;0;1;8;-1;-1;-1;-1
202100009968;183A 882;B01;1;1;1;1;1963;5;1;-1;-1;0;0;-1
202100002824;196A 726;B01;1;1;4;2;1994;1;1;-1;-1;0;0;-1
202100030234;147A 721;A01;1;1;1;1;1989;4;1;0;-1;0;0;-1
202100034764;139A 572;A01;1;1;4;1;2001;0;1;-1;-1;0;0;-1
202100014187;176A 336;A01;1;1;1;1;2000;0;8;0;-1;-1;-1;-1
202100051566;109A 523;A01;1;1;1;2;1990;0;1;8;-1;-1;-1;-1
202100047646;116A 587;A01;1;1;4;1;1988;4;2;6;-1;0;0;-1
202100039873;130A 315;A01;1;1;3;1;1948;5;0;-1;-1;0;0;-1
202100051005;110A 501;B01;1;1;4;2;2000;1;2;6;-1;-1;-1;-1
202100021314;163A 555;A01;3;2;1;1;2019;5;8;0;-1;-1;-1;-1
202100016328;172A 453;A01;2;2;4;1;1992;4;1;-1;-1;0;0;-1
202100032678;143A 355;A01;10;3;2;1;2017;0;0;-1;-1;4;3;2
202100041519;127A 397;A01;1;1;1;1;2002;1;1;8;-1;-1;-1;-1
202100004950;192A 943;B01;1;1;1;1;1957;3;1;-1;-1;0;0;-1
202100030954;146A 427;B01;2;2;4;2;1996;4;1;-1;-1;-1;-1;-1
202100020542;164A 919;B01;1;1;4;1;1940;0;1;8;-1;-1;-1;-1
202100002028;198A 167;A01;4;2;1;1;2017;9;3;8;-1;0;0;-1
202100034004;140A 976;A01;1;1;4;1;1995;4;8;6;-1;-1;-1;-1
202100054431;104A 461;B01;10;3;3;2;1958;4;0;-1;-1;3;3;1
202100019834;166A 182;B01;1;1;1;2;1997;0;1;-1;-1;-1;-1;-1
202100024620;157A 651;A01;1;1;4;1;1988;1;2;8;-1;-1;-1;-1
202100024227;158A 366;B01;1;1;4;1;1966;1;1;0;-1;-1;-1;-1
202100053319;106A 416;A01;1;1;1;2;1972;0;1;0;-1;-1;-1;-1
202100022391;161A 628;A01;2;2;1;2;1977;5;1;-1;-1;-1;-1;-1
202100029687;148A 733;A01;1;1;2;2;1995;5;1;-1;-1;0;0;-1
202100040744;128A 783;A01;4;2;4;1;1962;5;1;-1;-1;-1;-1;-1
202100024073;158A 625;A01;1;1;3;1;1971;5;2;6;9;0;0;-1
202100011362;181A 419;A01;2;2;1;1;2002;1;1;0;-1;-1;-1;-1
202100028463;150A 839;A01;1;1;1;1;1969;4;8;-1;-1;-1;-1;-1
202100043000;124A 810;B01;2;2;3;1;2003;5;2;-1;-1;-1;0;-1
202100008913;185A 799;B01;1;1;1;2;1986;5;1;0;-1;-1;-1;-1
202100016791;171A 601;A01;10;3;4;2;1958;3;0;-1;-1;3;3;1
202100001164;199A 694;B01;1;1;1;1;1999;0;1;0;-1;-1;-1;-1
202100047062;117A 647;A01;1;1;1;1;1969;4;1;0;-1;-1;-1;-1
202100055708;102A 287;A01;1;1;1;1;1991;3;1;-1;-1;0;0;-1
202100034199;140A 616;D01;1;1;1;1;1979;0;8;0;-1;-1;-1;-1
202100051919;108A 899;A01;1;1;1;2;1951;0;1;0;-1;0;0;-1
202100054791;103A 859;B01;2;2;4;2;1994;5;1;0;-1;-1;-1;-1
202100054587;104A 206;A01;1;1;3;1;2004;1;2;8;-1;-1;-1;-1
202100007274;188A 752;B01;1;1;1;1;1990;4;1;0;-1;-1;-1;-1
202100028809;150A 224;A01;1;1;1;1;1999;5;1;0;-1;-1;-1;-1
202100039999;130A 095;A01;1;1;2;1;1965;5;0;-1;-1;0;0;-1
202100009019;185A 593;A01;9;2;3;1;1960;4;0;-1;-1;0;0;-1
202100029669;148A 762;A01;1;1;3;2;1995;5;1;-1;-1;0;0;-1
202100039184;131A 585;A01;1;1;4;1;2001;9;8;-1;-1;0;0;-1
202100023577;159A 495;A01;1;1;1;1;1982;0;1;0;-1;-1;-1;-1
202100034008;140A 970;A01;1;1;4;1;1973;0;2;6;-1;-1;-1;-1
202100054976;103A 545;B01;9;2;2;1;1942;9;1;-1;-1;0;0;-1
202100040800;128A 687;A01;1;1;1;1;1949;0;1;-1;-1;0;0;-1
202100021196;163A 773;B01;1;1;4;2;1981;5;1;-1;-1;-1;-1;-1
202100023699;159A 256;B01;1;1;4;2;1965;1;8;0;-1;-1;-1;-1
202100029387;149A 249;A01;3;2;1;1;2019;5;8;-1;-1;0;0;-1
202100000663;200A 528;A01;1;1;3;2;1987;1;1;-1;-1;0;0;-1
202100004585;193A 579;A01;10;3;4;2;2004;5;0;-1;-1;3;3;2
202100021673;162A 892;A01;1;1;1;2;2001;1;1;-1;-1;0;0;-1
202100006060;190A 969;A01;2;2;3;2;2002;5;1;-1;-1;0;0;-1
202100021587;163A 046;B01;1;1;1;2;1983;5;1;-1;-1;-1;0;-1
202100033239;142A 353;A01;1;1;1;1;1998;4;1;-1;-1;0;0;-1
202100028256;151A 186;B01;4;2;4;2;2006;9;1;0;-1;-1;-1;-1
202100028889;150A 085;B01;1;1;3;1;2003;1;2;-1;-1;0;0;-1
202100019667;166A 494;A01;1;1;4;1;1955;5;8;0;-1;0;0;-1
202100017203;170A 886;B01;1;1;3;1;1957;5;0;-1;-1;0;0;-1
202100043183;124A 471;A01;1;1;4;1;2002;0;2;0;-1;-1;-1;-1
202100043760;123A 466;B01;1;1;3;1;2004;5;2;6;-1;-1;-1;-1
202100013746;177A 138;A01;2;2;2;2;1950;0;1;-1;-1;0;0;-1
202100007144;189A 000;B01;1;1;4;2;1970;1;2;-1;-1;-1;-1;-1
202100025779;155A 610;B01;1;1;1;1;1990;0;1;0;-1;-1;-1;-1
202100044852;121A 546;B01;4;2;4;1;2010;0;1;8;-1;-1;-1;-1
202100044221;122A 629;A01;2;2;4;2;1987;5;1;0;-1;-1;-1;-1
202100050922;110A 656;B01;1;1;1;1;1970;4;1;0;-1;0;0;-1
202100005240;192A 414;A01;1;1;4;2;1994;2;1;0;-1;-1;-1;-1
202100005063;192A 727;A01;1;1;4;1;2002;5;1;0;-1;-1;-1;-1
202100019762;166A 321;A01;1;1;3;2;1985;5;1;-1;-1;0;0;-1
202100011302;181A 536;A01;1;1;3;1;1997;5;2;-1;-1;0;0;-1
202100023299;159A 969;A01;1;1;4;1;1975;0;2;8;-1;0;0;-1
202100017888;169A 647;B01;1;1;4;1;1977;0;1;0;-1;-1;-1;-1
202100003749;195A 054;A01;10;3;4;1;1990;0;0;-1;-1;9;3;1
202100023087;160A 345;B01;1;1;1;1;2002;0;1;0;-1;-1;-1;-1
202100016058;172A 945;A01;10;3;2;1;2001;9;8;8;-1;1;9;1
202100034876;139A 374;A01;10;3;4;1;1958;5;0;-1;-1;6;1;3
202100008224;187A 014;C01;1;1;1;1;2001;5;1;-1;-1;-1;0;-1
202100017245;170A 823;A01;1;1;1;1;2005;5;0;-1;-1;0;0;-1
202100024178;158A 445;B01;1;1;3;1;1973;4;0;-1;-1;0;0;-1
202100019900;166A 059;A01;1;1;1;2;1970;5;1;0;-1;0;0;-1
202100019591;166A 613;A01;2;2;4;1;1999;5;1;-1;-1;0;0;-1
202100016720;171A 737;A01;9;2;4;1;2010;0;1;-1;-1;0;0;-1
202100024946;157A 071;A01;2;2;4;2;1967;5;1;-1;-1;0;0;-1
202100000969;200A 023;A01;10;3;3;2;1962;0;0;-1;-1;2;3;1
202100008043;187A 353;A01;2;2;4;2;1993;5;1;8;-1;0;0;-1
202100020927;164A 249;A01;3;2;1;2;2014;5;1;-1;-1;0;0;-1
202100055726;102A 255;A01;2;2;3;2;2001;5;1;-1;-1;0;0;-1
202100004277;194A 113;A01;2;2;4;2;1937;0;1;-1;-1;0;0;-1
202100052150;108A 496;B01;1;1;3;1;1998;4;2;6;-1;-1;-1;-1
202100006054;190A 977;A01;1;1;1;1;1957;5;1;-1;-1;0;0;-1
202100009703;184A 359;C01;2;2;4;2;1993;5;1;0;-1;-1;-1;-1
202100017284;170A 756;A01;1;1;4;2;1931;5;8;-1;-1;0;0;-1
202100040150;129A 831;A01;1;1;4;2;1941;5;1;0;-1;-1;-1;-1
202100038737;132A 383;A01;1;1;4;1;2005;5;2;6;-1;0;0;-1
202100026564;154A 218;A01;1;1;1;1;1971;1;1;-1;-1;0;0;-1
202100010169;183A 523;B01;1;1;1;1;1982;9;1;0;-1;0;0;-1
202100029178;149A 595;A01;1;1;1;1;1986;1;1;0;-1;-1;-1;-1
202100051697;109A 285;B01;1;1;4;1;1991;5;2;8;-1;-1;-1;-1
202100011139;181A 821;A01;1;1;4;1;2000;0;0;-1;-1;0;0;-1
202100018578;168A 425;A01;1;1;1;1;1973;1;1;0;-1;-1;-1;-1
202100033974;141A 035;A01;1;1;4;2;1980;1;1;0;-1;-1;-1;-1
202100022277;161A 816;B01;1;1;3;1;1974;0;2;8;-1;-1;-1;-1
202100042877;125A 026;A01;10;3;4;1;1988;0;0;-1;-1;1;3;1
202100018341;168A 842;A01;1;1;1;2;1944;5;1;8;-1;-1;-1;-1
202100023103;160A 316;A01;10;3;4;1;2015;5;0;-1;-1;2;3;1
202100028459;150A 846;B01;1;1;4;1;1950;5;2;8;-1;-1;-1;-1
202100018221;169A 034;B01;2;2;3;2;1976;5;2;7;-1;0;0;-1
202100042310;125A 997;A01;1;1;1;2;1982;5;1;0;-1;-1;-1;-1
202100011445;181A 262;A01;1;1;1;1;2000;0;1;-1;-1;0;0;-1
202100030388;147A 449;A01;1;1;4;2;2006;5;8;0;-1;-1;-1;-1
202100024828;157A 274;Z01;1;1;1;-1;;-1;-1;-1;-1;-1;-1;-1
